,betweenness_centrality,C_i,degree
63,0.0002359930230312,0.22580645161290322,32
64,0.00023317072557994424,0.17142857142857143,21
65,0.0003265348780284632,0.1896551724137931,29
66,0.001698543435946973,0.28490945674044266,71
67,0.0002583910334093791,0.19047619047619047,7
68,0.00032852913806866125,0.2,6
69,0.0005626515319871627,0.2789473684210526,20
70,0.0004505605482377435,0.4310099573257468,38
71,0.0005085368110128724,0.23384615384615384,26
72,0.0002127577835346519,0.3333333333333333,4
73,0.0,1.0,2
74,0.0,1.0,2
75,0.0,1.0,2
76,0.0006750726849349025,0.221505376344086,31
77,0.00043358409623733276,0.42525252525252527,45
78,0.00020719887357969493,0.13333333333333333,10
79,0.004738153957819187,0.06538461538461539,65
80,0.00167510022831618,0.15098722415795587,42
81,0.0002820646219095354,0.19047619047619047,7
82,0.00039735699779865346,0.15151515151515152,22
83,0.0001235174835352127,0.3181818181818182,12
84,0.003134838374375843,0.09653092006033183,52
85,2.079822438562225e-05,0.47619047619047616,7
86,0.00013061641637496433,0.4444444444444444,10
87,0.0003958985007615998,0.15833333333333333,16
88,0.0,1.0,3
89,0.00032327451774022544,0.5354239256678281,42
90,3.554496389156903e-06,0.6666666666666666,4
91,0.0008564419259870091,0.14285714285714285,8
92,0.00039274967601255395,0.44761904761904764,15
93,0.002764034051757232,0.20088300220750552,151
94,0.0,0.0,1
95,0.00029880679284568747,0.21428571428571427,8
96,0.002576933134756804,0.07122507122507123,27
97,0.0003462911323543906,0.2857142857142857,8
98,0.0029368925627519275,0.1010752688172043,31
99,0.0,0.0,1
100,0.0013211749013290522,0.10476190476190476,21
101,0.0,0.0,1
102,0.0,0.0,1
103,0.0020483944524716637,0.20912220309810672,84
104,0.0006176721050744246,0.2396825396825397,36
105,0.005234681806918597,0.200990099009901,101
106,0.0,1.0,3
107,0.002891729244904356,0.12380952380952381,21
108,0.00021276495095762506,0.0,3
109,7.560292982182721e-05,0.3333333333333333,7
110,3.073755411765135e-05,0.3611111111111111,9
111,0.00011417434766014576,0.42857142857142855,8
112,4.09277104273834e-06,0.7333333333333333,6
113,0.0006464204262159896,0.4658536585365854,41
114,0.0,1.0,4
115,0.0007670692823671149,0.21674876847290642,29
116,0.00015988194345826505,0.17777777777777778,10
117,0.0028649242878703365,0.16998398535804163,94
118,0.00016516346145355594,0.2,5
119,0.00020600213699668269,0.13333333333333333,6
120,0.0,1.0,2
121,0.0,0.0,0
122,0.0,0.0,1
123,0.0,0.0,1
124,0.0,0.0,0
125,0.0007658410642582193,0.23271665043816941,79
126,1.414067344531357e-07,0.9777777777777777,10
127,6.875357944426159e-05,0.4199134199134199,22
128,0.001049964038373291,0.16662933930571108,95
129,0.001395295199803437,0.27077267637178054,95
130,2.7629037962266054e-05,0.5157894736842106,20
131,9.212234707238121e-05,0.34623655913978496,31
132,0.0011961248197508764,0.43794688457609804,89
133,0.0003867457463776359,0.3014705882352941,17
134,0.0009116707558975317,0.18153846153846154,26
135,0.0003845025670023358,0.3520408163265306,49
136,0.0010895766316637542,0.11375661375661375,28
137,0.00038152714026037183,0.11255411255411256,22
138,0.00036688002783793913,0.19230769230769232,13
139,0.00032088169879419077,0.4666666666666667,6
140,0.0005267823671348072,0.4700854700854701,27
141,6.124939371261082e-05,0.4666666666666667,6
142,0.0003643157667009173,0.18181818181818182,12
143,0.0007016030893081956,0.16993464052287582,18
144,0.0,1.0,2
145,0.0,1.0,2
146,0.0013780655767151645,0.13846153846153847,26
147,0.0004971987435557422,0.1895424836601307,18
148,0.0027694174600886487,0.1710955710955711,66
149,7.537234293638005e-05,0.3090909090909091,11
150,0.0003245982149573948,0.027777777777777776,9
151,0.0014754715307688975,0.3333333333333333,48
152,0.00014535337269258513,0.32142857142857145,8
153,0.0,0.0,1
154,0.0011996498205213261,0.10606060606060606,12
155,0.0004432613202136401,0.38095238095238093,7
156,0.0004683579491646307,0.16363636363636364,11
157,0.0006493063105786063,0.42857142857142855,14
158,0.0,1.0,2
159,0.0,1.0,2
160,0.0009213496583461153,0.14059196617336153,44
161,0.0,0.0,1
162,9.805573441027216e-05,0.2727272727272727,11
163,9.38237720785555e-05,0.7263157894736842,20
164,0.00044973201931199633,0.21794871794871795,13
165,0.0010723981156673323,0.3762071992976295,68
166,0.0,1.0,31
167,0.0,1.0,2
168,5.908177834917311e-05,0.21794871794871795,13
169,0.00087753223896736,0.1839323467230444,44
170,0.00020315641358353384,0.24285714285714285,21
171,0.0014197614220319667,0.17765765765765765,75
172,1.8850253859324964e-05,0.46153846153846156,13
173,0.00031911517303305845,0.4,6
174,0.00010451316372040778,0.7747035573122529,23
175,0.00010451316372040778,0.7747035573122529,23
176,0.002058175065704414,0.11666666666666667,16
177,0.0,1.0,4
178,6.588507452241426e-05,0.8441558441558441,22
179,0.0,1.0,2
180,0.0,1.0,2
181,0.000880283940988207,0.3090909090909091,11
182,0.001710445866379124,0.14285714285714285,14
183,1.9814204194611558e-05,0.3333333333333333,4
184,0.0,1.0,8
185,0.00022049130458476603,0.2,6
186,0.00011323718921795675,0.23809523809523808,7
187,0.0002822598085516717,0.3333333333333333,9
188,0.0,1.0,3
189,0.00010152306090450007,0.4,6
190,0.00013007704473991805,0.42857142857142855,7
191,0.0,1.0,3
192,5.535999957364513e-05,0.6702898550724637,24
193,0.0014542148894200054,0.12179487179487179,40
194,0.00012137604578016816,0.3111111111111111,10
195,0.00023723596657226407,0.25,9
196,3.761406960227344e-05,0.6,6
197,0.0,0.0,1
198,0.001333209105601997,0.09956709956709957,22
199,0.00016055984599739882,0.14545454545454545,11
200,0.0004272749164574564,0.0,5
201,0.0001063860591902991,0.0,2
202,0.000606683213034581,0.334453781512605,35
203,0.0003625068854252615,0.32147937411095306,38
204,0.00010859338064078881,0.21212121212121213,12
205,0.0005491421444539555,0.4601976639712489,106
206,0.0001591915293145129,0.5078787878787879,100
207,0.0001591915293145129,0.5078787878787879,100
208,0.00034228839704179994,0.4076842381327039,124
209,0.00029741097550680697,0.4500853904673187,114
210,0.006822019096085372,0.2128913443830571,181
211,0.0016100164532687987,0.3832258064516129,125
212,1.1470845529193929e-05,0.7867867867867868,37
213,0.0004893398769879456,0.48283917340521115,106
214,0.00018744171519535996,0.5045787545787546,105
215,0.000410365848945231,0.40602836879432624,48
216,0.0033510214229472185,0.26362193616646096,107
217,0.007276191360979828,0.20512931971310586,215
218,0.00018190368214059718,0.5174186179326099,103
219,0.0004867240097622041,0.46138448707256047,110
220,0.00010781421252962302,0.5685197895218486,94
221,0.00026614040849012703,0.4862533692722372,106
222,0.00377322160361001,0.24143029977147465,173
223,0.0010916479911921868,0.18671679197994986,57
224,0.0002543285601281711,0.3073170731707317,41
225,0.00046890356058018243,0.2702702702702703,37
226,0.0013616754949555946,0.17819148936170212,48
227,0.002750211490332215,0.20165631469979295,70
228,2.4652878931629203e-07,0.0,2
229,0.0,0.0,1
230,0.008245198777347577,0.14585635359116023,181
231,0.005508963228989934,0.14092734574662286,166
232,0.0032705662268443037,0.1299477221807319,104
233,0.00013193558945838124,0.25,8
234,0.0010480890483956843,0.20966183574879227,46
235,0.004078681786251112,0.14679365079365078,126
236,0.0017763025200511974,0.19029988893002592,74
237,0.0012908843097214297,0.2194269741439553,54
238,0.001213054854479091,0.189117199391172,73
239,0.0,1.0,4
240,0.0,1.0,2
241,0.0,1.0,2
242,0.00021275778353465192,0.3333333333333333,4
243,0.0004040116726622216,0.2318548387096774,32
244,0.0022891437219595395,0.14384920634920634,64
245,0.00012642077015269365,0.37362637362637363,14
246,0.0018937899602266117,0.3533834586466165,57
247,0.0001460786068538797,0.18181818181818182,11
248,9.22547094302992e-05,0.32142857142857145,8
249,0.0015166567857647511,0.19770114942528735,30
250,0.0010745438373899953,0.14736842105263157,20
251,0.00012599160682748685,0.5555555555555556,19
252,0.0001309076943629765,0.2,10
253,0.0007150508328126802,0.49743589743589745,40
254,6.037923185665722e-05,0.25,8
255,0.004696925484369889,0.19894736842105262,76
256,0.00010646660745140812,0.3333333333333333,4
257,0.0011957648613437335,0.15529411764705883,51
258,0.00016503842409143068,0.3508771929824561,19
259,0.0,0.0,1
260,0.0021905896484624462,0.24869305451829724,104
261,0.0,1.0,28
262,0.0,1.0,28
263,8.486301993766521e-05,0.6180836707152496,39
264,0.0018591069815344526,0.12584017923823748,104
265,6.328604369995539e-06,0.38095238095238093,7
266,1.1720519165762448e-05,0.5303030303030303,12
267,0.0004959332074943932,0.16483516483516483,14
268,0.0028202982464653045,0.3448275862068966,117
269,0.00025428623363162544,0.21212121212121213,12
270,0.0,1.0,7
271,0.0,1.0,2
272,0.0013490867322803533,0.15121951219512195,41
273,5.024497187977196e-05,0.32142857142857145,8
274,4.048623877801021e-05,0.2857142857142857,8
275,0.0004326753912252917,0.058823529411764705,17
276,2.6282895804088592e-05,0.4,5
277,0.0,0.0,0
278,0.0008494144945936799,0.08187134502923976,19
279,1.8016783793997582e-05,0.38095238095238093,7
280,0.0002716284675388405,0.5007112375533428,38
281,0.0022762830704588363,0.16995073891625614,29
282,0.0004254797299544381,0.16666666666666666,4
283,0.0006522529738558725,0.2777777777777778,9
284,0.002600583602942814,0.06324110671936758,23
285,0.000122328811447932,0.2,6
286,3.07838322211213e-05,0.6,5
287,0.0,0.0,1
288,0.0,1.0,3
289,0.0,1.0,3
290,9.92793559190236e-05,0.3333333333333333,3
291,0.00019954914491511684,0.0,2
292,0.0001063860591902991,0.3333333333333333,3
293,1.2211606517636259e-05,0.6,5
294,0.0009899621648165008,0.16363636363636364,11
295,0.0001155311792693441,0.16666666666666666,4
296,0.001076933633486818,0.09523809523809523,7
297,0.0,0.0,1
298,0.0,0.0,1
299,0.00040096552437190146,0.19696969696969696,12
300,0.00028684293005258447,0.3047619047619048,15
301,0.0,0.0,1
302,0.0,0.0,1
303,0.0005481766787871279,0.14285714285714285,7
304,8.011944687928202e-06,0.6666666666666666,4
305,0.007612322147068794,0.25348912690684844,79
306,0.00021026492527226938,0.3626373626373626,14
307,0.0,1.0,4
308,0.0,1.0,4
309,0.00021026492527226938,0.3626373626373626,14
310,0.0,1.0,4
311,0.0004669001092684698,0.14285714285714285,8
312,0.00021275778353465192,0.3333333333333333,4
313,0.0007650021065686509,0.10606060606060606,12
314,8.041494051367674e-05,0.4666666666666667,6
315,0.0,1.0,4
316,0.0008786431672738209,0.15263157894736842,20
317,0.0003547206065428828,0.19444444444444445,9
318,5.7760116044546066e-05,0.47619047619047616,7
319,0.00021276495095762506,0.4,6
320,0.0006382959164217107,0.26666666666666666,10
321,0.0005270359297238668,0.1978021978021978,14
322,0.0,0.0,0
323,2.832160215465399e-05,0.3333333333333333,4
324,0.0005906888145870646,0.15555555555555556,10
325,6.140788584235064e-06,0.8,6
326,0.007415409282208036,0.21825396825396826,64
327,0.00018492861558691434,0.16666666666666666,4
328,7.425921127484146e-05,0.0,2
329,0.0,1.0,2
330,0.0011305923401249969,0.4852941176470588,17
331,0.00014936298252487282,0.3619047619047619,15
332,0.003432352794860091,0.07673469387755102,50
333,0.0004630549087393973,0.18888888888888888,45
334,0.006428303291349969,0.09379652605459057,156
335,0.00040579954114091315,0.21401515151515152,33
336,0.0014320033794853746,0.1435064935064935,56
337,0.0,1.0,2
338,0.0005378178161937396,0.16666666666666666,4
339,0.0008858129710050182,0.19230769230769232,13
340,6.035865025515424e-05,0.4,6
341,0.0,1.0,2
342,0.000688140285242641,0.1437908496732026,18
343,0.00043731974296799277,0.10714285714285714,8
344,0.0009382209060691908,0.10989010989010989,14
345,0.00269677319936622,0.17373737373737375,55
346,0.0036123503616701394,0.0945273631840796,67
347,0.0005112561814639363,0.4650793650793651,36
348,0.002389629307846752,0.1422924901185771,23
349,0.0023857672552639046,0.15714285714285714,21
350,0.00034979727599345134,0.2222222222222222,19
351,0.0013209441082347403,0.12,25
352,0.0011984992783431409,0.23615819209039549,60
353,0.0,0.0,1
354,0.0006635368680783985,0.19523809523809524,21
355,0.0003628506283547431,0.5365418894830659,34
356,0.00239961864706132,0.17022132796780684,71
357,0.0001248913232679398,0.37777777777777777,10
358,0.00030326630794074555,0.4,10
359,0.007087608540610938,0.08757908757908758,78
360,9.363730040703414e-05,0.32142857142857145,8
361,1.660529965614472e-05,0.4,5
362,0.0,1.0,2
363,0.00033404390838309695,0.4472934472934473,27
364,0.0,1.0,2
365,0.0005004436996783109,0.3333333333333333,9
366,0.000260525098863095,0.47619047619047616,7
367,0.0,1.0,2
368,0.001684408665297508,0.18998978549540346,89
369,0.001453244804259131,0.24242424242424243,67
370,0.001995655122408088,0.13934426229508196,61
371,0.00048313876152214746,0.3974358974358974,40
372,0.00022651678792687263,0.45614035087719296,19
373,0.0010064614381920967,0.3574660633484163,52
374,0.0,1.0,3
375,0.0,1.0,3
376,0.0,1.0,3
377,0.0,1.0,3
378,7.9837606274699e-05,0.5842105263157895,20
379,0.001061970797097906,0.1286549707602339,19
380,0.0010378821322638131,0.1619047619047619,21
381,0.0,1.0,2
382,0.0005582652685074561,0.18850574712643678,30
383,0.0008259676171158009,0.16129032258064516,31
384,0.0015134520494848444,0.21923076923076923,40
385,0.0012753243109503147,0.1349527665317139,39
386,4.715654050669539e-05,0.43636363636363634,11
387,0.0001433691152597368,0.26666666666666666,16
388,0.0,0.0,0
389,0.0017986572344311283,0.17665130568356374,63
390,0.0007751932207395564,0.4666666666666667,51
391,0.00031715980190360023,0.28903654485049834,43
392,0.0003246433901330314,0.24603174603174602,28
393,0.00040891726732600775,0.21666666666666667,16
394,0.000634682642534708,0.17142857142857143,36
395,0.005509128313151867,0.1522325442013785,142
396,0.0009515808534538025,0.17868852459016393,61
397,0.0005779734381121063,0.29285714285714287,56
398,0.0014549346577670047,0.20205479452054795,73
399,0.0017368358531105609,0.3364632237871675,72
400,0.0008623780903786668,0.1523809523809524,15
401,0.0,1.0,2
402,3.0710200837489945e-05,0.3333333333333333,4
403,0.0004795034438706482,0.38181818181818183,45
404,0.0,1.0,3
405,0.00045641236436483085,0.3157894736842105,20
406,0.0001063099737557569,0.4666666666666667,6
407,0.0011362497741802936,0.21621621621621623,74
408,0.001557069520162515,0.16875,65
409,0.0,0.0,1
410,0.0001063860591902991,0.5,4
411,0.0,0.0,1
412,9.603952851593877e-05,0.3888888888888889,9
413,9.185682828023399e-05,0.32142857142857145,8
414,0.0009036601376633386,0.07765151515151515,33
415,0.00026849359002660084,0.25757575757575757,12
416,0.0,1.0,5
417,0.001575371336598172,0.1368421052631579,20
418,0.0,1.0,5
419,0.0007445134479307853,0.34656084656084657,28
420,0.0001059375195816069,0.37777777777777777,10
421,0.0002451725190030452,0.6545454545454545,11
422,0.0006272090282440027,0.3717948717948718,13
423,0.0018293176404097708,0.13663663663663664,37
424,0.0004181691548732528,0.38461538461538464,13
425,4.186411649937788e-07,0.8,5
426,0.0002027734547767666,0.4,10
427,0.0,0.0,0
428,0.0,0.0,1
429,0.0003083945978698038,0.0,4
430,1.8545884224432142e-07,0.0,2
431,0.00028090008368065,0.3484848484848485,12
432,0.00023582922798198936,0.3111111111111111,10
433,0.0002542743883521663,0.22857142857142856,15
434,0.00033746800602445275,0.20952380952380953,15
435,0.008404570804930444,0.23796791443850268,188
436,0.0006237817519181835,0.2692307692307692,13
437,4.553777321355983e-05,0.4666666666666667,6
438,0.0003005080737750841,0.20346320346320346,22
439,0.0001270687249000347,0.28888888888888886,10
440,0.0,0.0,0
441,0.00026262997175654297,0.47186147186147187,22
442,0.0004632087221146604,0.33793103448275863,30
443,0.0005168707483103679,0.32954545454545453,33
444,0.0,0.0,0
445,9.865462706683491e-05,0.23076923076923078,14
446,0.0002382462664723936,0.18181818181818182,12
447,5.498397075634376e-05,0.4722222222222222,9
448,0.0004278363451361843,0.16911764705882354,17
449,4.828923453846311e-05,0.3333333333333333,9
450,0.00014456429752864324,0.3611111111111111,9
451,4.9239049451612666e-05,0.3333333333333333,4
452,0.0007893444194776624,0.2253968253968254,36
453,6.251111686541255e-05,0.39285714285714285,8
454,0.00015996605397951562,0.1111111111111111,9
455,0.002478249750235041,0.20625889046941678,38
456,0.0007179916121990429,0.2857142857142857,22
457,0.00012783773660061736,0.4117647058823529,17
458,0.002342049709636251,0.32447397563676633,43
459,0.0004196467557834888,0.25071225071225073,27
460,0.0005809665958257102,0.14814814814814814,27
461,0.0,0.0,1
462,0.0,0.0,1
463,0.0005874441497763109,0.3528225806451613,32
464,0.00012681841860821152,0.21978021978021978,14
465,0.0015483596332607416,0.3654485049833887,43
466,0.0003295764918828579,0.15555555555555556,10
467,0.0007649327566417632,0.30709876543209874,81
468,0.008653628490062279,0.10092832469775474,193
469,0.0006182572715205954,0.18538324420677363,34
470,0.0002861622278029145,0.32816326530612244,50
471,0.0003974741525912522,0.27946127946127947,55
472,0.0010297800809909439,0.25961538461538464,65
473,1.570564837159831e-05,0.45454545454545453,12
474,2.1693026978674574e-07,0.8333333333333334,4
475,0.00020891469639253482,0.28,26
476,0.0,1.0,3
477,0.0005559001846210946,0.2777777777777778,9
478,0.0,1.0,2
479,7.22782177926009e-05,0.3684210526315789,19
480,0.0033257469587154166,0.15379357484620643,77
481,0.00011506148401162828,0.5238095238095238,15
482,0.0,1.0,10
483,0.0,1.0,10
484,0.004842103334724908,0.12290977798771847,146
485,0.004888480283416671,0.14723697698257385,147
486,0.0004649768705287576,0.23076923076923078,40
487,0.0005887053839908453,0.3464052287581699,18
488,0.00047641703983321044,0.2536231884057971,24
489,6.45659948903192e-06,0.8545454545454545,11
490,0.00181773540952201,0.14285714285714285,56
491,0.0,1.0,2
492,0.0016357785663511596,0.11231884057971014,24
493,0.0015081238430826305,0.16957026713124274,42
494,0.0001063860591902991,0.0,2
495,0.0,0.0,1
496,0.0010468128777042073,0.12333333333333334,25
497,0.00407335040988804,0.1689005439005439,144
498,0.0,1.0,2
499,0.0016272835409821898,0.3239795918367347,49
500,0.0015389658130540967,0.16666666666666666,36
501,0.00036457832228221725,0.21212121212121213,12
502,7.765032448663379e-05,0.38095238095238093,7
503,0.0011416843183066985,0.12857142857142856,21
504,0.0006455033898436181,0.3014705882352941,17
505,0.0,1.0,3
506,0.0,1.0,3
507,0.0,1.0,3
508,0.0,1.0,3
509,0.0009889056108588837,0.21674876847290642,29
510,0.0015623184823726857,0.07017543859649122,19
511,0.00031287830834332456,0.4,30
512,0.0010901706661835828,0.25609756097560976,41
513,0.00012042705203909111,0.3939393939393939,12
514,0.0,1.0,3
515,0.0008635056848720666,0.0718954248366013,18
516,0.002306858802714219,0.2229275578790142,104
517,0.0015255611846204404,0.20776255707762556,73
518,0.0003655915640016174,0.2746031746031746,36
519,0.0002627788564165146,0.3315508021390374,34
520,0.0005828123219462431,0.21602787456445993,42
521,0.0003272754931438619,0.15204678362573099,19
522,0.0,1.0,2
523,0.0004476907364652,0.24074074074074073,28
524,0.00013618938868782384,0.35,16
525,0.000981750541847422,0.08888888888888889,10
526,0.0,1.0,3
527,0.00022479728969206463,0.32679738562091504,18
528,0.0015896069620341417,0.22028985507246376,46
529,1.159645777905628e-05,0.5714285714285714,8
530,0.0010934712107656397,0.12195121951219512,41
531,5.55751708309007e-05,0.3611111111111111,9
532,3.5694568904063175e-05,0.5,9
533,6.191728229667852e-05,0.6190476190476191,7
534,0.004385835961686263,0.24388111888111888,144
535,0.0005183593918540899,0.20588235294117646,17
536,0.0016796376503381172,0.16463138851198553,67
537,4.445045377807886e-05,0.39166666666666666,16
538,0.00031605905560834165,0.5946115288220551,57
539,0.00021188420689521054,0.7908496732026143,18
540,0.0,1.0,16
541,0.0,1.0,16
542,0.0,1.0,16
543,4.516604035790159e-06,0.5,4
544,0.0026998655802190955,0.23850931677018633,70
545,0.0,0.0,1
546,0.0005565836845936308,0.13333333333333333,10
547,0.0,1.0,5
548,0.001376994112283789,0.14333333333333334,25
549,0.0,0.0,0
550,0.0,1.0,2
551,0.0,0.0,0
552,0.0,1.0,4
553,7.938749563146536e-06,0.6666666666666666,4
554,7.299883428444624e-05,0.3333333333333333,4
555,0.0030785067476366873,0.06432748538011696,19
556,0.0006381013324526005,0.3333333333333333,4
557,0.0003822357357997429,0.21212121212121213,12
558,0.0,0.0,0
559,0.003795320884297443,0.09759759759759759,37
560,0.0003620093109533617,0.047619047619047616,7
561,0.000846801037435113,0.2222222222222222,18
562,0.0,1.0,2
563,4.85881204028174e-07,0.6666666666666666,3
564,2.3106653272991887e-05,0.6,5
565,0.001565939814247204,0.09486166007905138,23
566,7.1674229731387925e-09,0.6666666666666666,4
567,0.0,1.0,3
568,0.00031648947867873845,0.25274725274725274,14
569,0.0001063860591902991,0.5,4
570,0.0015611919687049081,0.4978687127024723,69
571,0.0,1.0,2
572,0.001229814078254389,0.18588399720475193,54
573,0.00017218839710005223,0.17857142857142858,8
574,0.0002891850412781283,0.21904761904761905,21
575,0.0005226944342899632,0.22510822510822512,22
576,0.0,1.0,4
577,0.0013600848006177298,0.175,16
578,7.186277388555992e-05,0.5714285714285714,8
579,0.0016740682468774938,0.16330645161290322,32
580,0.0008614539155350704,0.20615384615384616,26
581,0.003970501864516379,0.2448588358313001,152
582,0.0,1.0,4
583,0.000605309817394105,0.31981981981981983,37
584,0.0,1.0,4
585,0.0029883392414191226,0.34057971014492755,24
586,0.0,1.0,3
587,0.0,1.0,3
588,0.0001063860591902991,0.5,4
589,0.0,0.0,1
590,0.0004775740426413395,0.5187165775401069,34
591,0.0010009058592791366,0.29849012775842043,42
592,0.0,0.0,0
593,0.0019367242381816462,0.17316017316017315,22
594,0.0009164869063351354,0.17894736842105263,20
595,0.0009843136208279794,0.1830065359477124,18
596,0.0009311694659219329,0.23550724637681159,24
597,0.004081453257654183,0.294279176201373,115
598,0.000770670083782891,0.17316017316017315,22
599,0.005749492161356076,0.11465892597968069,53
600,0.00048681974117738925,0.28835978835978837,28
601,0.0005318156171839252,0.3333333333333333,13
602,0.0,1.0,27
603,0.0007285987744017545,0.6846153846153846,40
604,0.0017653443413902941,0.4897959183673469,49
605,0.0001589419522843573,0.819047619047619,36
606,5.826802224153866e-06,0.9659090909090909,33
607,5.826802224153866e-06,0.9659090909090909,33
608,5.826802224153866e-06,0.9659090909090909,33
609,0.0004327461734159219,0.8158730158730159,36
610,0.0001122128614144458,0.9090909090909091,34
611,5.826802224153866e-06,0.9659090909090909,33
612,5.826802224153866e-06,0.9659090909090909,33
613,5.826802224153866e-06,0.9659090909090909,33
614,0.0010400104362976684,0.5602836879432624,48
615,5.826802224153866e-06,0.9659090909090909,33
616,0.0010400104362976684,0.5602836879432624,48
617,5.826802224153866e-06,0.9659090909090909,33
618,0.0006005931356215917,0.6679487179487179,40
619,5.826802224153866e-06,0.9659090909090909,33
620,0.00010691714828582004,0.7064393939393939,33
621,0.002294509333861572,0.7396870554765291,38
622,0.0,1.0,27
623,5.826802224153866e-06,0.9659090909090909,33
624,0.0012556173225619306,0.7396870554765291,38
625,3.791701951024631e-05,0.9126559714795008,34
626,5.826802224153866e-06,0.9659090909090909,33
627,0.0010350133594661385,0.6202090592334495,42
628,5.826802224153866e-06,0.9659090909090909,33
629,5.826802224153866e-06,0.9659090909090909,33
630,0.0,0.0,1
631,0.0017855765559564734,0.15918367346938775,50
632,8.278069481300216e-06,0.6428571428571429,8
633,0.0003221128411578367,0.3409090909090909,33
634,0.00033460633412452534,0.29747899159663865,35
635,0.0017031505254272142,0.3060796645702306,54
636,0.0,1.0,6
637,0.0020864822610011245,0.22121212121212122,100
638,0.0,1.0,6
639,0.0003847435974513847,0.17142857142857143,21
640,0.00014060104594623883,0.3055555555555556,9
641,0.0004633721918912074,0.36363636363636365,11
642,0.00042219163158446055,0.2857142857142857,8
643,0.0014140017284346078,0.17740112994350282,60
644,0.0,1.0,2
645,0.0,1.0,2
646,0.001139158464933611,0.22910578609000584,59
647,0.0006198583571400895,0.2803030303030303,33
648,0.00042580811162691074,0.2222222222222222,27
649,3.592659572709155e-05,0.9333333333333333,30
650,0.00014743694282540879,0.5164835164835165,14
651,0.0006868675532581861,0.12923076923076923,26
652,4.2060687995986374e-05,0.3,5
653,9.429837887374466e-05,0.5111111111111111,10
654,0.00023550579897359193,0.16666666666666666,13
655,0.00047909677631601737,0.3507692307692308,26
656,3.576021657835299e-05,0.5218390804597701,30
657,0.00019662523030592239,0.31527093596059114,29
658,0.0007079133539095873,0.2537634408602151,31
659,0.00010923456205291265,0.24444444444444444,10
660,0.0006606209974822963,0.2015873015873016,36
661,0.00014313782983505925,0.4,21
662,0.00023772407594046047,0.3611111111111111,9
663,4.048990172221505e-05,0.6916666666666667,16
664,0.0005953770828818856,0.2905525846702317,34
665,9.157720220654965e-05,0.4384057971014493,24
666,0.002772473580377487,0.14085914085914086,78
667,0.0005585821548818997,0.15666666666666668,25
668,0.00021276495095762506,0.5833333333333334,9
669,0.00030523077085071126,0.42735042735042733,27
670,2.1263137119893754e-05,0.7636363636363637,11
671,0.0,1.0,2
672,0.00033166018887091826,0.16666666666666666,4
673,0.00021275778353465195,0.3333333333333333,3
674,0.0007241874252870147,0.29429429429429427,37
675,1.7327796408276134e-05,0.6,6
676,0.0,0.0,1
677,6.488048748777178e-06,0.0,2
678,0.00032646327925763875,0.2571428571428571,15
679,2.817963977845471e-05,0.5,13
680,0.00018926088198150125,0.4901185770750988,23
